238,254,275,73,10130,10088,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,72,10608,71,1181:15
234,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118,10140:15
228,10620,10621,10622,10624,10605,10603,10602,1069,82,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:15
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240,240:15
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,2,10005,1:14
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,254:14
10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033:14
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,1026:14
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:13
1164,1,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:13
10068,1018,10126,160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10606,72,10608,71,1181:12
10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10597,10633,10087,10117,10595,10594,10632,10593,163,10082:12
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10615,10086,10105,10118,10140:12
239,73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:12
10140,10118,10105,10086,10615,1070,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
228,10620,10621,10622,10623,10624,10605,10603,10602,5,82,10602,10603,10605,10624,10623,10622,10621,10620,1182:12
239,73,1033,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:12
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,254:12
10082,10593,10080,10632,10594,10595,10117,10087,10634,10609,10618,10634,10087,10117,10595,10594,10632,10593,163,10082:11
73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:11
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,275,238,254:10
73,1033,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:10
239,73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:10
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,275:10
234,71,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,2,10005,1:10
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,238:10
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,1028:10
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,10005,1:10
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,10075:10
76,1024,10405,10085,1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,1181:9
160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,71,1181:9
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,10005,1:9
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,275,238,254:9
234,71,10608,72,10606,10038,10619,10033,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,240:9
269,234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10616,1075,1076,1078:9
269,234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240:9
10620,10613,10596,10117,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10087,10613:9
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,240,1030:9
10624,10605,10605,10624,10624,10605,10605,10624,10624,10605,10605,10624,10624,10605,10605,10624,10624,10605,10605,10624:9
10145,10133,1067,1068,1073,1016,1074,1077,1079,1080,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:9
228,10620,10621,10622,10623,10624,10605,10602,1069,82,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:9
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,237,10088,10130,73,240:8
73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,71,1181:8
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,2,10005,1:8
239,73,10130,10088,1069,179,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
69,275,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118,10140:8
234,71,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,238,254:8
275,73,10130,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:8
234,71,10608,72,10606,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,1032,10088,10130,73,240:8
269,234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:8
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,238,254:8
1164,1,2,73,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:7
1026,10058,10085,1030,10406,10128,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,72,10608,71,1181:7
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,275,254:7
238,254,275,73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:7
234,10608,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105,10118,10140,10119:7
10627,73,1033,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:7
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,275,238,254:7
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,2,10005,1:7
269,234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:7
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,240,239:7
234,71,10608,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,275,238,254:7
228,10619,10620,10622,10623,10624,10605,10603,10602,82,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:7
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,73,2,10005,1:7
10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620:7
10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621:7
10145,10133,1067,1068,1073,1074,1077,1079,1080,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:7
1164,1,2,266,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,72,10608,71,1181:6
228,10620,10621,10622,10624,10605,10603,10602,1069,5,5,10602,10603,10605,10624,10623,10622,10621,10620,1182:6
1164,1,2,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,10608,71,1181:6
239,73,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181,269:6
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,237,10088,10130,2,10005,1:6
10610,10636,10617,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10636,10610,1034:6
10068,10126,160,10070,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597,10634,10609,10606,10608,71,1181:6
10145,1066,1067,1068,1073,1016,1016,1074,1077,1079,1079,1077,1074,1016,1073,1068,1067,1066,1166,10145:6
10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,71,1181:6
10597,10633,10087,10117,10595,10594,10632,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10087,10633,10597:6
228,10624,10605,10603,10602,1069,1070,1070,10602,10603,10605,10624,1182,228,10624,10605,10603,10602,1069,1070:6
71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,2,10005,1:6
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,71,1181:6
1164,1,2,10130,10088,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:6
234,10608,72,10606,10634,10597,10633,10087,10117,10595,10594,10632,10080,10593,163,10082,10070,10126,1018,10068:6
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,10130,73,240:6
234,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10602,1069,1070,10629,10615,10086,10105,10118,10140:6
239,1033,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181:6
275,73,1033,10088,179,1069,10602,10603,10605,10624,10623,10622,10621,10620,10619,10606,72,10608,71,1181:6
234,71,10608,72,10606,10619,10620,10621,10622,10624,10605,10603,10602,1069,237,10088,10130,73,275,166:6
10621,10613,10596,10117,10595,10594,10632,10080,10593,163,10082,10082,10593,10080,10632,10594,10595,10117,10623,10622:6
73,10130,10088,10602,10603,10605,10624,10623,10622,10621,10620,10033,10619,10038,10606,72,10608,71,1181,269:6
234,71,10608,72,10606,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,1070,10629,10615,10086,10105:6
234,71,10608,72,10606,10620,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,2,10005,1:6
234,71,10608,10606,10038,10619,10620,10621,10622,10623,10624,10605,10603,10602,1069,237,10088,10130,73,240:6
269,234,71,10608,72,10606,10634,10087,10117,10595,10625,10595,10117,10087,10634,10609,10606,72,10608,1181:6
